Element	actin cytoskeleton reorganization	angiogenesis	endothelial cell proliferation	epithelium regeneration	establishment of cell polarity	fatty acid synthesis	fibroblast migration	gluconeogenese	glycogen synthesis	glycolysis	ketogenic acid synthesis	leukotriene synthesis	lipoxin synthesis	m1 phenotype and behavior	m2 phenotype and behavior	macrophage differentiation	maresin synthesis	myeloid dendritic cell differentiation	natural killer cell chemotaxis	neutrophil chemotaxis	p38mapk cascade	platelet activation	platelet degranulation	positive regulation of acute inflammatory response	positive regulation of vascular permeability	prostaglandin synthesis	protectin synthesis	reactive oxygen species metabolic process	resolvin synthesis	thromboxan synthesis	vasoconstriction	vasodilation
m100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m156	0,125	0,166666666666667	0,166666666666667	0,142857142857143	0,125	0,0769230769230769	0,166666666666667	0,125	0,111111111111111	0,125	0,0909090909090909	0,125	0,125	0,142857142857143	0,166666666666667	0,142857142857143	0	0	0,125	0	0	0,1	0,0833333333333333	0,1	0,142857142857143	0,142857142857143	0	0,1	0	0,111111111111111	0,125	0,125
m763	0,142857142857143	0,2	0,2	0,166666666666667	0,142857142857143	0,0833333333333333	0,2	0,142857142857143	0,125	0,142857142857143	0,1	0,142857142857143	0,142857142857143	0,166666666666667	0,2	0,166666666666667	0	0	0,142857142857143	0	0	0,111111111111111	0,0909090909090909	0,111111111111111	0,166666666666667	0,166666666666667	0	0,111111111111111	0	0,125	0,142857142857143	0,142857142857143
m157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m164	0,0909090909090909	0,1	0,0909090909090909	0,0909090909090909	0,0909090909090909	0,0625	0,1	0,0909090909090909	0,0769230769230769	0,0833333333333333	0,0666666666666667	0,0833333333333333	0,25	0,0909090909090909	0,142857142857143	0,1	0	0	0,0833333333333333	0	0	0,1	0,0625	0,142857142857143	0,0909090909090909	0,2	0	0,0714285714285714	0,25	0,0769230769230769	0,0833333333333333	0,0833333333333333
m165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,333333333333333	0	0	0
m166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,333333333333333	0	0	0
m168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0
m167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0
m169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0
m170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0
m171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0
m172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0
m185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
m186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
m187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
m188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
m190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
m189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
m173	0,1	0,111111111111111	0,1	0,1	0,1	0,0666666666666667	0,111111111111111	0,1	0,0833333333333333	0,0909090909090909	0,0714285714285714	0,0909090909090909	0,333333333333333	0,1	0,166666666666667	0,111111111111111	0	0	0,0909090909090909	0	0	0,111111111111111	0,0666666666666667	0,166666666666667	0,1	0,0909090909090909	0	0,0769230769230769	0	0,0833333333333333	0,0909090909090909	0,0909090909090909
m176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m177	0,111111111111111	0,125	0,111111111111111	0,111111111111111	0,111111111111111	0,0714285714285714	0,125	0,111111111111111	0,0909090909090909	0,1	0,0769230769230769	0,1	0,5	0,111111111111111	0,2	0,125	0	0	0,1	0	0	0,125	0,0714285714285714	0,2	0,111111111111111	0,1	0	0,0833333333333333	0	0,0909090909090909	0,1	0,1
m178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,25	0	0	0	0	0	0
m181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,333333333333333	0	0	0	0	0	0
m182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0	0	0	0
m183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m199	0,142857142857143	0,166666666666667	0,142857142857143	0,166666666666667	0,142857142857143	0,0833333333333333	0,166666666666667	0,125	0,142857142857143	0,125	0,1	0,125	0,142857142857143	0,166666666666667	0,2	0,166666666666667	0	0	0,125	0	0	0,0909090909090909	0,0909090909090909	0,1	0,166666666666667	0,125	0	0,111111111111111	0	0,111111111111111	0,142857142857143	0,142857142857143
m268	0,166666666666667	0,2	0,166666666666667	0,2	0,166666666666667	0,0909090909090909	0,2	0,142857142857143	0,166666666666667	0,142857142857143	0,111111111111111	0,142857142857143	0,166666666666667	0,2	0,25	0,2	0	0	0,142857142857143	0	0	0,1	0,1	0,111111111111111	0,2	0,142857142857143	0	0,125	0	0,125	0,166666666666667	0,166666666666667
m269	0,166666666666667	0,2	0,166666666666667	0,2	0,166666666666667	0,0909090909090909	0,2	0,142857142857143	0,166666666666667	0,142857142857143	0,111111111111111	0,142857142857143	0,166666666666667	0,2	0,25	0,2	0	0	0,142857142857143	0	0	0,1	0,1	0,111111111111111	0,2	0,142857142857143	0	0,125	0	0,125	0,166666666666667	0,166666666666667
m270	0,166666666666667	0,2	0,166666666666667	0,2	0,166666666666667	0,0909090909090909	0,2	0,142857142857143	0,166666666666667	0,142857142857143	0,111111111111111	0,142857142857143	0,166666666666667	0,2	0,25	0,2	0	0	0,142857142857143	0	0	0,1	0,1	0,111111111111111	0,2	0,142857142857143	0	0,125	0	0,125	0,166666666666667	0,166666666666667
m198	0,142857142857143	0,166666666666667	0,142857142857143	0,166666666666667	0,142857142857143	0,0833333333333333	0,166666666666667	0,125	0,142857142857143	0,125	0,1	0,125	0,142857142857143	0,166666666666667	0,2	0,166666666666667	0	0	0,125	0	0	0,0909090909090909	0,0909090909090909	0,1	0,166666666666667	0,125	0	0,111111111111111	0	0,111111111111111	0,142857142857143	0,142857142857143
m195	0,142857142857143	0,166666666666667	0,166666666666667	0,166666666666667	0,142857142857143	0,0833333333333333	0,166666666666667	0,142857142857143	0,142857142857143	0,125	0,1	0,142857142857143	0,142857142857143	0,166666666666667	0,2	0,166666666666667	0	0	0,142857142857143	0	0	0,0909090909090909	0,0909090909090909	0,1	0,166666666666667	0,142857142857143	0	0,111111111111111	0	0,111111111111111	0,166666666666667	0,166666666666667
m197	0,166666666666667	0,2	0,166666666666667	0,2	0,166666666666667	0,0909090909090909	0,2	0,166666666666667	0,166666666666667	0,142857142857143	0,111111111111111	0,142857142857143	0,166666666666667	0,2	0,25	0,2	0	0	0,142857142857143	0	0	0,1	0,1	0,111111111111111	0,2	0,142857142857143	0	0,125	0	0,125	0,2	0,2
m196	0,166666666666667	0,166666666666667	0,2	0,2	0,166666666666667	0,0833333333333333	0,166666666666667	0,142857142857143	0,142857142857143	0,142857142857143	0,111111111111111	0,166666666666667	0,142857142857143	0,2	0,166666666666667	0,2	0	0	0,166666666666667	0	0	0,1	0,1	0,111111111111111	0,142857142857143	0,166666666666667	0	0,125	0	0,125	0,166666666666667	0,166666666666667
m265	0,166666666666667	0,2	0,2	0,2	0,166666666666667	0,0909090909090909	0,2	0,142857142857143	0,166666666666667	0,142857142857143	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,1	0,1	0,111111111111111	0,2	0,166666666666667	0	0,125	0	0,125	0,166666666666667	0,166666666666667
m266	0,166666666666667	0,2	0,2	0,2	0,166666666666667	0,0909090909090909	0,2	0,142857142857143	0,166666666666667	0,142857142857143	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,1	0,1	0,111111111111111	0,2	0,166666666666667	0	0,125	0	0,125	0,166666666666667	0,166666666666667
m207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m200	0,166666666666667	0,2	0,166666666666667	0,166666666666667	0,166666666666667	0,0909090909090909	0,2	0,166666666666667	0,125	0,142857142857143	0,1	0,142857142857143	0,142857142857143	0,166666666666667	0,2	0,2	0	0	0,142857142857143	0	0	0,1	0,0909090909090909	0,1	0,166666666666667	0,142857142857143	0	0,111111111111111	0	0,125	0,142857142857143	0,142857142857143
m205	0,2	0,25	0,2	0,2	0,2	0,1	0,25	0,2	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,1	0,111111111111111	0,2	0,166666666666667	0	0,125	0	0,142857142857143	0,166666666666667	0,166666666666667
m203	0,2	0,25	0,2	0,2	0,2	0,1	0,25	0,2	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,1	0,111111111111111	0,2	0,166666666666667	0	0,125	0	0,142857142857143	0,166666666666667	0,166666666666667
m292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m250	0,166666666666667	0,166666666666667	0,166666666666667	0,166666666666667	0,125	0,0909090909090909	0,166666666666667	0,142857142857143	0,125	0,142857142857143	0,0909090909090909	0,142857142857143	0,142857142857143	0,166666666666667	0,2	0,2	0	0	0,125	0	0	0,0909090909090909	0,0909090909090909	0,111111111111111	0,2	0,142857142857143	0	0,111111111111111	0	0,125	0,142857142857143	0,142857142857143
m222	0,2	0,2	0,2	0,2	0,142857142857143	0,1	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,1	0,166666666666667	0,166666666666667	0,2	0,25	0,25	0	0	0,142857142857143	0	0	0,1	0,1	0,125	0,25	0,166666666666667	0	0,125	0	0,142857142857143	0,166666666666667	0,166666666666667
m217	0,166666666666667	0,166666666666667	0,166666666666667	0,166666666666667	0,125	0,0909090909090909	0,166666666666667	0,142857142857143	0,125	0,142857142857143	0,0909090909090909	0,142857142857143	0,142857142857143	0,166666666666667	0,2	0,2	0	0	0,125	0	0	0,0909090909090909	0,0909090909090909	0,111111111111111	0,2	0,142857142857143	0	0,111111111111111	0	0,125	0,142857142857143	0,142857142857143
m225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m223	0,142857142857143	0,142857142857143	0,142857142857143	0,142857142857143	0,111111111111111	0,0833333333333333	0,142857142857143	0,125	0,111111111111111	0,125	0,0833333333333333	0,125	0,125	0,142857142857143	0,166666666666667	0,166666666666667	0	0	0,111111111111111	0	0	0,0833333333333333	0,0833333333333333	0,1	0,166666666666667	0,125	0	0,1	0	0,111111111111111	0,125	0,125
m221	0,25	0,25	0,25	0,25	0,166666666666667	0,111111111111111	0,25	0,2	0,166666666666667	0,2	0,111111111111111	0,2	0,2	0,25	0,333333333333333	0,333333333333333	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,142857142857143	0,333333333333333	0,2	0	0,142857142857143	0	0,166666666666667	0,2	0,2
m218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m272	0,2	0,25	0,2	0,2	0,2	0,1	0,25	0,2	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	1	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,1	0,111111111111111	0,2	0,166666666666667	0	0,125	0	0,142857142857143	0,166666666666667	0,166666666666667
m273	0,2	0,25	0,2	0,2	0,2	0,1	0,25	0,2	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	1	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,1	0,111111111111111	0,2	0,166666666666667	0	0,125	0	0,142857142857143	0,166666666666667	0,166666666666667
m261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m216	0,2	0,2	0,25	0,2	0,166666666666667	0,1	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,111111111111111	0,1	0,125	0,333333333333333	0,166666666666667	0	0,125	0	0,142857142857143	0,166666666666667	0,166666666666667
m262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m208	0,166666666666667	0,2	0,166666666666667	0,166666666666667	0,166666666666667	0,0909090909090909	0,2	0,166666666666667	0,125	0,142857142857143	0,1	0,142857142857143	0,142857142857143	0,166666666666667	0,2	0,2	0	0	0,142857142857143	0	0	0,1	0,0909090909090909	0,1	0,166666666666667	0,142857142857143	0	0,111111111111111	0	0,125	0,142857142857143	0,142857142857143
m209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m206	0,1	0,111111111111111	0,1	0,1	0,1	0,0666666666666667	0,111111111111111	0,1	0,0833333333333333	0,0909090909090909	0,0714285714285714	0,0909090909090909	0,0909090909090909	0,1	0,166666666666667	0,111111111111111	0	0	0,0909090909090909	0	0	0,0714285714285714	0,0666666666666667	0,0714285714285714	0,1	0,0909090909090909	0	0,0769230769230769	0	0,0833333333333333	0,0909090909090909	0,0909090909090909
m264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m224	0,142857142857143	0,142857142857143	0,142857142857143	0,142857142857143	0,111111111111111	0,0833333333333333	0,142857142857143	0,125	0,111111111111111	0,125	0,0833333333333333	0,125	0,125	0,142857142857143	0,166666666666667	0,166666666666667	0	0	0,111111111111111	0	0	0,25	0,0833333333333333	0,1	0,333333333333333	0,125	0	0,1	0	0,111111111111111	0,166666666666667	0,166666666666667
m212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m213	0,2	0,2	0,333333333333333	0,166666666666667	0,166666666666667	0,0909090909090909	0,2	0,166666666666667	0,125	0,142857142857143	0,1	0,142857142857143	0,142857142857143	0,166666666666667	0,2	0,2	0	0	0,142857142857143	0	0	0,111111111111111	0,111111111111111	0,111111111111111	0,2	0,142857142857143	0	0,111111111111111	0	0,125	0,2	0,2
m226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,25	0	0	0	0	0	0	0
m231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m234	0,2	0,2	0,25	0,25	0,2	0,1	0,2	0,2	0,166666666666667	0,2	0,142857142857143	0,2	0,2	0,25	0,333333333333333	0,5	0	0	0,2	0	0	0,111111111111111	0,111111111111111	0,125	0,2	0,2	0	0,166666666666667	0	0,142857142857143	0,25	0,25
m251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m334	0,111111111111111	0,125	0,111111111111111	0,111111111111111	0,111111111111111	0,0714285714285714	0,125	0,111111111111111	0,0909090909090909	0,1	0,0769230769230769	0,1	0,1	0,111111111111111	0,2	0,125	0	0	0,1	0	0	0,0769230769230769	0,0714285714285714	0,0769230769230769	0,111111111111111	0,1	0	0,0833333333333333	0	0,0909090909090909	0,1	0,1
m238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m241	0,2	0,2	0,333333333333333	0,25	0,2	0,111111111111111	0,2	0,2	0,142857142857143	0,2	0,125	0,166666666666667	0,2	0,2	0,333333333333333	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,125	0,25	0,166666666666667	0	0,142857142857143	0	0,142857142857143	0,2	0,2
m242	0,2	0,25	0,2	0,2	0,2	0,1	0,25	0,2	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,1	0,111111111111111	0,2	0,166666666666667	0	0,125	0	0,142857142857143	0,166666666666667	0,166666666666667
m282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m247	0,25	0,25	0,25	0,333333333333333	0,2	0,111111111111111	0,25	0,2	0,166666666666667	0,25	0,125	0,2	0,2	0,333333333333333	0,5	0,25	0	0	0,25	0	0	0,125	0,125	0,142857142857143	0,25	0,2	0	0,142857142857143	0	0,166666666666667	0,2	0,2
m246	0,2	0,2	0,2	0,25	0,166666666666667	0,1	0,2	0,166666666666667	0,142857142857143	0,2	0,111111111111111	0,166666666666667	0,166666666666667	0,25	0,333333333333333	0,2	0	0	0,2	0	0	0,111111111111111	0,111111111111111	0,125	0,2	0,166666666666667	0	0,125	0	0,142857142857143	0,166666666666667	0,166666666666667
m248	0,166666666666667	0,166666666666667	0,166666666666667	0,2	0,142857142857143	0,0909090909090909	0,166666666666667	0,142857142857143	0,125	0,166666666666667	0,1	0,142857142857143	0,142857142857143	0,2	0,25	0,166666666666667	0	0	0,166666666666667	0	0	0,1	0,1	0,111111111111111	0,166666666666667	0,142857142857143	0	0,111111111111111	0	0,125	0,142857142857143	0,142857142857143
m252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m275	0,0909090909090909	0,1	0,0909090909090909	0,0909090909090909	0,0909090909090909	0,0625	0,1	0,0909090909090909	0,0769230769230769	0,0833333333333333	0,0666666666666667	0,0833333333333333	0,0833333333333333	0,0909090909090909	0,142857142857143	0,1	0	0	0,0833333333333333	0	0	0,0666666666666667	0,0625	0,0666666666666667	0,0909090909090909	0,0833333333333333	0	0,0714285714285714	0	0,0769230769230769	0,0833333333333333	0,0833333333333333
m276	0,0909090909090909	0,1	0,0909090909090909	0,0909090909090909	0,0909090909090909	0,0625	0,1	0,0909090909090909	0,0769230769230769	0,0833333333333333	0,0666666666666667	0,0833333333333333	0,0833333333333333	0,0909090909090909	0,142857142857143	0,1	0	0	0,0833333333333333	0	0	0,0666666666666667	0,0625	0,0666666666666667	0,0909090909090909	0,0833333333333333	0	0,0714285714285714	0	0,0769230769230769	0,0833333333333333	0,0833333333333333
m257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m285	0,2	0,25	0,25	0,333333333333333	0,333333333333333	0,111111111111111	0,25	0,2	0,166666666666667	0,2	0,125	0,2	0,2	0,25	0,333333333333333	0,25	0	0	0,2	0	0	0,125	0,125	0,142857142857143	0,25	0,2	0	0,142857142857143	0	0,166666666666667	0,333333333333333	0,333333333333333
m286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m289	0,25	0,25	0,25	0,25	0,2	0,1	0,25	0,2	0,166666666666667	0,2	0,111111111111111	0,2	0,166666666666667	0,2	0,25	0,25	0	0	0,2	0	0	0,125	0,1	0,142857142857143	0,5	0,2	0	0,125	0	0,166666666666667	0,166666666666667	0,166666666666667
m295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m293	0,111111111111111	0,125	0,111111111111111	0,111111111111111	0,111111111111111	0,0714285714285714	0,125	0,111111111111111	0,0909090909090909	0,1	0,0769230769230769	0,1	0,1	0,111111111111111	0,2	0,125	0	0	0,1	0	0	0,0769230769230769	0,0714285714285714	0,0769230769230769	0,111111111111111	0,1	0	0,0833333333333333	0	0,0909090909090909	0,1	0,1
m294	0,125	0,142857142857143	0,125	0,125	0,125	0,0769230769230769	0,142857142857143	0,125	0,1	0,111111111111111	0,0833333333333333	0,111111111111111	0,111111111111111	0,125	0,25	0,142857142857143	0	0	0,111111111111111	0	0	0,0833333333333333	0,0769230769230769	0,0833333333333333	0,125	0,111111111111111	0	0,0909090909090909	0	0,1	0,111111111111111	0,111111111111111
m296	0,125	0,142857142857143	0,142857142857143	0,142857142857143	0,125	0,0769230769230769	0,142857142857143	0,125	0,125	0,111111111111111	0,0909090909090909	0,125	0,125	0,142857142857143	0,166666666666667	0,142857142857143	0	0	0,125	0	0	0,0833333333333333	0,0833333333333333	0,0909090909090909	0,142857142857143	0,125	0	0,1	0	0,1	0,142857142857143	0,142857142857143
